cluster_nodes,n,k,run,method,time
1,1000,20,4,SVD,1.277937889099121
1,1000,30,0,PySpark,0.3661835193634033
1,1000,30,0,QR,2.537710189819336
1,1000,30,0,SVD,1.3919548988342285
1,1000,30,1,PySpark,0.4051234722137451
1,1000,30,1,QR,2.070910930633545
1,1000,30,1,SVD,1.4985682964324951
1,1000,30,2,PySpark,0.415496826171875
1,1000,30,2,QR,2.086331605911255
1,1000,30,2,SVD,1.490906000137329
1,1000,30,3,PySpark,0.43575334548950195
1,1000,30,3,QR,2.291936159133911
1,1000,30,3,SVD,1.434108018875122
1,1000,30,4,PySpark,0.40190696716308594
1,1000,30,4,QR,2.2252681255340576
1,1000,30,4,SVD,1.612567663192749
1,5000,2,0,PySpark,0.4205641746520996
1,5000,2,0,QR,2.7063467502593994
1,5000,2,0,SVD,1.2495810985565186
1,5000,2,1,PySpark,0.39156031608581543
1,5000,2,1,QR,1.963517665863037
1,5000,2,1,SVD,1.2666106224060059
1,5000,2,2,PySpark,0.4000685214996338
1,5000,2,2,QR,1.846097707748413
1,5000,2,2,SVD,1.2842044830322266
1,5000,2,3,PySpark,0.40768885612487793
1,5000,2,3,QR,1.7846810817718506
1,5000,2,3,SVD,1.2226810455322266
1,5000,2,4,PySpark,0.41701769828796387
1,5000,2,4,QR,1.7945425510406494
1,5000,2,4,SVD,1.2010340690612793
1,5000,10,0,PySpark,0.4861013889312744
1,5000,10,0,QR,3.0152885913848877
1,5000,10,0,SVD,1.723228931427002
1,5000,10,1,PySpark,0.470473051071167
1,5000,10,1,QR,2.429168462753296
1,5000,10,1,SVD,1.748809814453125
1,5000,10,2,PySpark,0.5110764503479004
1,5000,10,2,QR,2.4466567039489746
1,5000,10,2,SVD,1.8148133754730225
1,5000,10,3,PySpark,0.4967155456542969
1,5000,10,3,QR,2.4361166954040527
1,5000,10,3,SVD,1.7881436347961426
1,5000,10,4,PySpark,0.4738912582397461
1,5000,10,4,QR,2.401247024536133
1,5000,10,4,SVD,1.7702322006225586
1,5000,20,0,PySpark,0.6713314056396484
1,5000,20,0,QR,3.6402413845062256
1,5000,20,0,SVD,2.4173672199249268
1,5000,20,1,PySpark,0.6628270149230957
1,5000,20,1,QR,3.312580108642578
1,5000,20,1,SVD,2.5070912837982178
1,5000,20,2,PySpark,0.6942191123962402
1,5000,20,2,QR,3.1951639652252197
1,5000,20,2,SVD,2.3876168727874756
1,5000,20,3,PySpark,0.672621488571167
1,5000,20,3,QR,3.0852222442626953
1,5000,20,3,SVD,2.274738311767578
1,5000,20,4,PySpark,0.6380603313446045
1,5000,20,4,QR,3.002561330795288
1,5000,20,4,SVD,2.258880376815796
1,5000,30,0,PySpark,0.7624351978302002
1,5000,30,0,QR,4.212290287017822
1,5000,30,0,SVD,2.8995840549468994
1,5000,30,1,PySpark,0.7297401428222656
1,5000,30,1,QR,3.64444899559021
1,5000,30,1,SVD,2.941474437713623
1,5000,30,2,PySpark,0.8410453796386719
1,5000,30,2,QR,3.6196436882019043
1,5000,30,2,SVD,2.8330371379852295
1,5000,30,3,PySpark,0.7555875778198242
1,5000,30,3,QR,3.680450916290283
1,5000,30,3,SVD,2.936732769012451
1,5000,30,4,PySpark,0.738612174987793
1,5000,30,4,QR,3.723649024963379
1,5000,30,4,SVD,2.9235143661499023
1,10000,2,0,PySpark,0.486844539642334
1,10000,2,0,QR,2.7799811363220215
1,10000,2,0,SVD,1.5745019912719727
1,10000,2,1,PySpark,0.49943041801452637
1,10000,2,1,QR,2.340970993041992
1,10000,2,1,SVD,1.5328028202056885
1,10000,2,2,PySpark,0.5018391609191895
1,10000,2,2,QR,2.1736772060394287
1,10000,2,2,SVD,1.5513625144958496
1,10000,2,3,PySpark,0.4637575149536133
1,10000,2,3,QR,2.1982550621032715
1,10000,2,3,SVD,1.5400428771972656
1,10000,2,4,PySpark,0.44661688804626465
1,10000,2,4,QR,2.1619694232940674
1,10000,2,4,SVD,1.5230908393859863
1,10000,10,0,PySpark,0.7731990814208984
1,10000,10,0,QR,3.73891544342041
1,10000,10,0,SVD,2.5101473331451416
1,10000,10,1,PySpark,0.7378847599029541
1,10000,10,1,QR,3.3434693813323975
1,10000,10,1,SVD,2.4993748664855957
1,10000,10,2,PySpark,0.7436392307281494
1,10000,10,2,QR,3.243044853210449
1,10000,10,2,SVD,2.5972955226898193
1,10000,10,3,PySpark,0.7806823253631592
1,10000,10,3,QR,3.2616324424743652
1,10000,10,3,SVD,2.4339544773101807
1,10000,10,4,PySpark,0.7319772243499756
1,10000,10,4,QR,3.4113516807556152
1,10000,10,4,SVD,2.4970884323120117
1,10000,20,0,PySpark,0.9627323150634766
1,10000,20,0,QR,5.088477611541748
1,10000,20,0,SVD,3.7155020236968994
1,10000,20,1,PySpark,1.0906338691711426
1,10000,20,1,QR,4.9810099601745605
1,10000,20,1,SVD,3.8714418411254883
1,10000,20,2,PySpark,1.050762414932251
1,10000,20,2,QR,4.629388332366943
1,10000,20,2,SVD,3.643969774246216
1,10000,20,3,PySpark,1.0122737884521484
1,10000,20,3,QR,4.732544898986816
1,10000,20,3,SVD,3.6157848834991455
1,10000,20,4,PySpark,1.0102996826171875
1,10000,20,4,QR,4.526193141937256
1,10000,20,4,SVD,3.7916030883789062
1,30000,2,0,PySpark,0.9866869449615479
1,30000,2,0,QR,4.336363315582275
1,30000,2,0,SVD,2.8194613456726074
1,30000,2,1,PySpark,0.9442698955535889
1,30000,2,1,QR,3.6855008602142334
1,30000,2,1,SVD,2.742490530014038
1,30000,2,2,PySpark,0.8999752998352051
1,30000,2,2,QR,3.8438847064971924
1,30000,2,2,SVD,2.8047709465026855
1,30000,2,3,PySpark,0.9428417682647705
1,30000,2,3,QR,3.730130434036255
1,30000,2,3,SVD,2.752579927444458
1,30000,2,4,PySpark,0.9314696788787842
1,30000,2,4,QR,3.5315637588500977
1,30000,2,4,SVD,2.6784849166870117
1,30000,3,0,PySpark,1.0445351600646973
1,30000,3,0,QR,4.374624967575073
1,30000,3,0,SVD,2.878509521484375
1,30000,3,1,PySpark,1.0538039207458496
1,30000,3,1,QR,3.964345693588257
1,30000,3,1,SVD,2.9073054790496826
1,30000,3,2,PySpark,1.0107641220092773
1,30000,3,2,QR,3.725259304046631
1,30000,3,2,SVD,2.9295074939727783
1,30000,3,3,PySpark,1.0580542087554932
1,30000,3,3,QR,3.9339635372161865
1,30000,3,3,SVD,2.8318045139312744
1,30000,3,4,PySpark,1.0190212726593018
1,30000,3,4,QR,3.8774068355560303
1,30000,3,4,SVD,2.884079933166504
1,60000,2,0,PySpark,1.5592679977416992
1,60000,2,0,QR,6.339211463928223
1,60000,2,0,SVD,4.415382385253906
1,60000,2,1,PySpark,1.5888104438781738
1,60000,2,1,QR,5.813235521316528
1,60000,2,1,SVD,4.550620794296265
1,60000,2,2,PySpark,1.6244933605194092
1,60000,2,2,QR,5.912301540374756
1,60000,2,2,SVD,4.334998846054077
1,60000,2,3,PySpark,1.6045587062835693
1,60000,2,3,QR,6.209444999694824
1,60000,2,3,SVD,4.366006374359131
1,60000,2,4,PySpark,1.5844480991363525
1,60000,2,4,QR,5.688668251037598
1,60000,2,4,SVD,4.2749011516571045
1,60000,3,0,PySpark,1.6983208656311035
1,60000,3,0,QR,6.821247100830078
1,60000,3,0,SVD,4.960590600967407
1,60000,3,1,PySpark,1.7057526111602783
1,60000,3,1,QR,6.388317584991455
1,60000,3,1,SVD,4.896042585372925
1,60000,3,2,PySpark,1.667776346206665
1,60000,3,2,QR,6.295485496520996
1,60000,3,2,SVD,4.909747362136841
1,60000,3,3,PySpark,1.7137048244476318
1,60000,3,3,QR,6.364245414733887
1,60000,3,3,SVD,4.965461492538452
1,60000,3,4,PySpark,1.7491352558135986
1,60000,3,4,QR,6.473719120025635
1,60000,3,4,SVD,5.123242139816284
1,100000,2,0,PySpark,2.404552459716797
1,100000,2,0,QR,8.935025930404663
1,100000,2,0,SVD,6.564743518829346
1,100000,2,1,PySpark,2.366813898086548
1,100000,2,1,QR,8.51457953453064
1,100000,2,1,SVD,6.994211435317993
1,100000,2,2,PySpark,2.4820468425750732
1,100000,2,2,QR,8.67542576789856
1,100000,2,2,SVD,6.767667055130005
1,100000,2,3,PySpark,2.476051092147827
1,100000,2,3,QR,8.415265798568726
1,100000,2,3,SVD,6.56773829460144
1,100000,2,4,PySpark,2.3725085258483887
1,100000,2,4,QR,8.291125059127808
1,100000,2,4,SVD,6.446888208389282
8,100,2,0,PySpark,18.92005467414856
8,100,2,0,QR,8.189390182495117
8,100,2,0,SVD,4.384419679641724
8,100,2,1,PySpark,2.3246755599975586
8,100,2,1,QR,3.242105007171631
8,100,2,1,SVD,1.7179412841796875
8,100,2,2,PySpark,2.4530327320098877
8,100,2,2,QR,2.498769760131836
8,100,2,2,SVD,1.2963175773620605
8,100,2,3,PySpark,2.4116971492767334
8,100,2,3,QR,1.6396775245666504
8,100,2,3,SVD,1.0794804096221924
8,100,2,4,PySpark,0.369459867477417
8,100,2,4,QR,1.2997629642486572
8,100,2,4,SVD,2.10101318359375
8,100,5,0,PySpark,0.5680980682373047
8,100,5,0,QR,2.0119476318359375
8,100,5,0,SVD,1.2398443222045898
8,100,5,1,PySpark,0.6196162700653076
8,100,5,1,QR,1.6635029315948486
8,100,5,1,SVD,1.0400290489196777
8,100,5,2,PySpark,0.4534766674041748
8,100,5,2,QR,1.7031056880950928
8,100,5,2,SVD,1.214691162109375
8,100,5,3,PySpark,0.6926498413085938
8,100,5,3,QR,1.6404566764831543
8,100,5,3,SVD,1.1923327445983887
8,100,5,4,PySpark,0.44454526901245117
8,100,5,4,QR,1.5929901599884033
8,100,5,4,SVD,0.9860429763793945
8,100,10,0,PySpark,0.3737609386444092
8,100,10,0,QR,2.1796181201934814
8,100,10,0,SVD,1.0434868335723877
8,100,10,1,PySpark,0.41707420349121094
8,100,10,1,QR,1.8510520458221436
8,100,10,1,SVD,1.4073140621185303
8,100,10,2,PySpark,0.5902435779571533
8,100,10,2,QR,1.6495003700256348
8,100,10,2,SVD,1.4946835041046143
8,100,10,3,PySpark,0.5558347702026367
8,100,10,3,QR,1.7207152843475342
8,100,10,3,SVD,1.0170576572418213
8,100,10,4,PySpark,0.514275312423706
8,100,10,4,QR,1.6778526306152344
8,100,10,4,SVD,1.1872239112854004
8,100,20,0,PySpark,0.44925689697265625
8,100,20,0,QR,1.7298038005828857
8,100,20,0,SVD,0.9861574172973633
8,100,20,1,PySpark,0.3706684112548828
8,100,20,1,QR,1.6489818096160889
8,100,20,1,SVD,1.1123368740081787
8,100,20,2,PySpark,0.3568744659423828
8,100,20,2,QR,1.6560337543487549
8,100,20,2,SVD,1.2954814434051514
8,100,20,3,PySpark,0.5024135112762451
8,100,20,3,QR,1.7551779747009277
8,100,20,3,SVD,1.0400285720825195
8,100,20,4,PySpark,0.44109511375427246
8,100,20,4,QR,1.5913827419281006
8,100,20,4,SVD,0.9534327983856201
8,300,2,0,PySpark,0.3827097415924072
8,300,2,0,QR,1.5779545307159424
8,300,2,0,SVD,0.9508140087127686
8,300,2,1,PySpark,0.47268033027648926
8,300,2,1,QR,1.5897068977355957
8,300,2,1,SVD,0.9902772903442383
8,300,2,2,PySpark,0.4053502082824707
8,300,2,2,QR,1.9159646034240723
8,300,2,2,SVD,1.2597589492797852
8,300,2,3,PySpark,0.6318774223327637
8,300,2,3,QR,1.8336455821990967
8,300,2,3,SVD,1.2417337894439697
8,300,2,4,PySpark,1.0614688396453857
8,300,2,4,QR,1.9405486583709717
8,300,2,4,SVD,1.317469835281372
8,300,5,0,PySpark,0.6015112400054932
8,300,5,0,QR,1.7366583347320557
8,300,5,0,SVD,0.967552661895752
8,300,5,1,PySpark,0.37166619300842285
8,300,5,1,QR,1.52199125289917
8,300,5,1,SVD,1.0243091583251953
8,300,5,2,PySpark,0.3567678928375244
8,300,5,2,QR,1.574584722518921
8,300,5,2,SVD,0.9959969520568848
8,300,5,3,PySpark,0.3872208595275879
8,300,5,3,QR,1.6774213314056396
8,300,5,3,SVD,1.2298269271850586
8,300,5,4,PySpark,0.45949459075927734
8,300,5,4,QR,1.664886713027954
8,300,5,4,SVD,1.1128530502319336
8,300,10,0,PySpark,0.3662993907928467
8,300,10,0,QR,1.6813883781433105
8,300,10,0,SVD,1.0210068225860596
8,300,10,1,PySpark,0.355466365814209
8,300,10,1,QR,1.622830867767334
8,300,10,1,SVD,1.0232703685760498
8,300,10,2,PySpark,0.520477294921875
8,300,10,2,QR,1.594559907913208
8,300,10,2,SVD,1.0040359497070312
8,300,10,3,PySpark,0.44733333587646484
8,300,10,3,QR,1.540391445159912
8,300,10,3,SVD,0.9330604076385498
8,300,10,4,PySpark,0.4327831268310547
8,300,10,4,QR,1.571277379989624
8,300,10,4,SVD,0.9684133529663086
8,300,20,0,PySpark,0.35866761207580566
8,300,20,0,QR,1.7156529426574707
8,300,20,0,SVD,1.0363667011260986
8,300,20,1,PySpark,0.36595916748046875
8,300,20,1,QR,1.6283631324768066
8,300,20,1,SVD,0.9874134063720703
8,300,20,2,PySpark,0.4039018154144287
8,300,20,2,QR,1.5708580017089844
8,300,20,2,SVD,1.0132842063903809
8,300,20,3,PySpark,0.4718306064605713
8,300,20,3,QR,1.5011086463928223
8,300,20,3,SVD,0.9649949073791504
8,300,20,4,PySpark,0.34307312965393066
8,300,20,4,QR,1.5024168491363525
8,300,20,4,SVD,1.0709023475646973
8,600,2,0,PySpark,0.4338815212249756
8,600,2,0,QR,1.6316664218902588
8,600,2,0,SVD,0.9989540576934814
8,600,2,1,PySpark,0.4009838104248047
8,600,2,1,QR,1.6252353191375732
8,600,2,1,SVD,1.0153732299804688
8,600,2,2,PySpark,0.38669705390930176
8,600,2,2,QR,1.6479837894439697
8,600,2,2,SVD,1.0226564407348633
8,600,2,3,PySpark,0.43637824058532715
8,600,2,3,QR,1.5687482357025146
8,600,2,3,SVD,0.9684844017028809
8,600,2,4,PySpark,0.36813902854919434
8,600,2,4,QR,1.6750850677490234
8,600,2,4,SVD,1.117678165435791
8,600,5,0,PySpark,0.42537403106689453
8,600,5,0,QR,1.7659823894500732
8,600,5,0,SVD,1.0786466598510742
8,600,5,1,PySpark,0.6596944332122803
8,600,5,1,QR,1.6747558116912842
8,600,5,1,SVD,1.016646146774292
8,600,5,2,PySpark,0.3847160339355469
8,600,5,2,QR,1.6018986701965332
8,600,5,2,SVD,0.9720969200134277
8,600,5,3,PySpark,0.4249565601348877
8,600,5,3,QR,1.5520825386047363
8,600,5,3,SVD,0.944957971572876
8,600,5,4,PySpark,0.4581725597381592
8,600,5,4,QR,1.6717517375946045
8,600,5,4,SVD,1.0882184505462646
8,600,10,0,PySpark,0.4335291385650635
8,600,10,0,QR,1.6877129077911377
8,600,10,0,SVD,1.08107328414917
8,600,10,1,PySpark,0.47573161125183105
8,600,10,1,QR,1.6168169975280762
8,600,10,1,SVD,1.0894229412078857
8,600,10,2,PySpark,0.34476161003112793
8,600,10,2,QR,1.54079008102417
8,600,10,2,SVD,1.016047477722168
8,600,10,3,PySpark,0.3770487308502197
8,600,10,3,QR,1.7046220302581787
8,600,10,3,SVD,1.0291659832000732
8,600,10,4,PySpark,0.5117621421813965
8,600,10,4,QR,1.7872986793518066
8,600,10,4,SVD,1.4972083568572998
8,600,20,0,PySpark,0.5537128448486328
8,600,20,0,QR,1.781602144241333
8,600,20,0,SVD,1.4907417297363281
8,600,20,1,PySpark,1.4139900207519531
8,600,20,1,QR,2.039246082305908
8,600,20,1,SVD,1.2771916389465332
8,600,20,2,PySpark,0.6285123825073242
8,600,20,2,QR,2.0507547855377197
8,600,20,2,SVD,1.2256033420562744
8,600,20,3,PySpark,0.6288621425628662
8,600,20,3,QR,1.8356399536132812
8,600,20,3,SVD,1.2511799335479736
8,600,20,4,PySpark,0.5895929336547852
8,600,20,4,QR,1.89284348487854
8,600,20,4,SVD,1.3468983173370361
8,10000,2,0,PySpark,0.5078513622283936
8,10000,2,0,QR,1.976836919784546
8,10000,2,0,SVD,1.3907794952392578
8,10000,2,1,PySpark,0.6617836952209473
8,10000,2,1,QR,1.7715468406677246
8,10000,2,1,SVD,1.1681163311004639
8,10000,2,2,PySpark,0.49555039405822754
8,10000,2,2,QR,2.0939831733703613
8,10000,2,2,SVD,1.1872196197509766
8,10000,2,3,PySpark,0.5432620048522949
8,10000,2,3,QR,1.8129258155822754
8,10000,2,3,SVD,1.1379165649414062
8,10000,2,4,PySpark,0.4912242889404297
8,10000,2,4,QR,1.8023927211761475
8,10000,2,4,SVD,1.137923002243042
8,30000,2,0,PySpark,0.5618104934692383
8,30000,2,0,QR,2.0241668224334717
8,30000,2,0,SVD,1.1815316677093506
8,30000,2,1,PySpark,0.46359753608703613
8,30000,2,1,QR,2.2928414344787598
8,30000,2,1,SVD,1.291576623916626
8,30000,2,2,PySpark,0.4737818241119385
8,30000,2,2,QR,1.9539844989776611
8,30000,2,2,SVD,1.1984856128692627
8,30000,2,3,PySpark,0.3985166549682617
8,30000,2,3,QR,2.0653645992279053
8,30000,2,3,SVD,1.3884265422821045
8,30000,2,4,PySpark,0.3488452434539795
8,30000,2,4,QR,2.1211934089660645
8,30000,2,4,SVD,1.2203545570373535
8,60000,2,0,PySpark,0.6889634132385254
8,60000,2,0,QR,2.857144594192505
8,60000,2,0,SVD,1.4847407341003418
8,60000,2,1,PySpark,0.5144116878509521
8,60000,2,1,QR,2.4498443603515625
8,60000,2,1,SVD,1.6387290954589844
8,60000,2,2,PySpark,0.5671472549438477
8,60000,2,2,QR,2.4442598819732666
8,60000,2,2,SVD,1.6019878387451172
8,60000,2,3,PySpark,0.6040334701538086
8,60000,2,3,QR,2.561326742172241
8,60000,2,3,SVD,1.4861023426055908
8,60000,2,4,PySpark,0.5199141502380371
8,60000,2,4,QR,2.3665547370910645
8,60000,2,4,SVD,1.4152600765228271
8,100000,2,0,PySpark,0.5719938278198242
8,100000,2,0,QR,3.1508047580718994
8,100000,2,0,SVD,1.9830846786499023
8,100000,2,1,PySpark,0.6550149917602539
8,100000,2,1,QR,2.8729870319366455
8,100000,2,1,SVD,1.7809240818023682
8,100000,2,2,PySpark,0.6263201236724854
8,100000,2,2,QR,2.8498952388763428
8,100000,2,2,SVD,1.7922420501708984
8,100000,2,3,PySpark,0.5668549537658691
8,100000,2,3,QR,2.818010091781616
8,100000,2,3,SVD,1.7541863918304443
8,100000,2,4,PySpark,0.5436923503875732
8,100000,2,4,QR,2.8858892917633057
8,100000,2,4,SVD,1.8278722763061523
8,300000,2,0,PySpark,1.2503159046173096
8,300000,2,0,QR,5.644085168838501
8,300000,2,0,SVD,3.5170326232910156
8,300000,2,1,PySpark,1.161121129989624
8,300000,2,1,QR,5.735348224639893
8,300000,2,1,SVD,3.523869037628174
8,300000,2,2,PySpark,1.123002529144287
8,300000,2,2,QR,5.6459832191467285
8,300000,2,2,SVD,3.551454782485962
8,300000,2,3,PySpark,1.1153738498687744
8,300000,2,3,QR,5.331662654876709
8,300000,2,3,SVD,3.6220903396606445
8,300000,2,4,PySpark,1.1592276096343994
8,300000,2,4,QR,5.406499624252319
8,300000,2,4,SVD,3.4519693851470947
8,600000,2,0,PySpark,1.9857537746429443
8,600000,2,0,QR,9.662408351898193
8,600000,2,0,SVD,6.175004482269287
8,600000,2,1,PySpark,2.0471010208129883
8,600000,2,1,QR,9.6430983543396
8,600000,2,1,SVD,6.602575778961182
8,600000,2,2,PySpark,2.0795323848724365
8,600000,2,2,QR,9.705959558486938
8,600000,2,2,SVD,7.196289539337158
8,600000,2,3,PySpark,2.157613515853882
8,600000,2,3,QR,9.840195417404175
8,600000,2,3,SVD,6.17512321472168
8,600000,2,4,PySpark,2.2100989818573
8,600000,2,4,QR,9.59080457687378
8,600000,2,4,SVD,6.752363204956055
32,100,2,0,PySpark,13.704338312149048
32,100,2,0,QR,8.206725358963013
32,100,2,0,SVD,1.6549112796783447
32,100,2,1,PySpark,2.751250743865967
32,100,2,1,QR,2.692499876022339
32,100,2,1,SVD,1.4779784679412842
32,100,2,2,PySpark,0.5654866695404053
32,100,2,2,QR,1.9826507568359375
32,100,2,2,SVD,1.2794029712677002
32,100,2,3,PySpark,0.49349427223205566
32,100,2,3,QR,1.7820854187011719
32,100,2,3,SVD,1.2569270133972168
32,100,2,4,PySpark,0.4608578681945801
32,100,2,4,QR,1.6287803649902344
32,100,2,4,SVD,1.213414192199707
32,100,5,0,PySpark,0.5083980560302734
32,100,5,0,QR,1.8910903930664062
32,100,5,0,SVD,1.2484421730041504
32,100,5,1,PySpark,0.4351527690887451
32,100,5,1,QR,1.878387689590454
32,100,5,1,SVD,1.2404837608337402
32,100,5,2,PySpark,0.46645259857177734
32,100,5,2,QR,1.7502338886260986
32,100,5,2,SVD,1.2173893451690674
32,100,5,3,PySpark,0.5153725147247314
32,100,5,3,QR,1.9615418910980225
32,100,5,3,SVD,1.312476634979248
32,100,5,4,PySpark,0.4901251792907715
32,100,5,4,QR,1.783992052078247
32,100,5,4,SVD,1.194021463394165
32,100,10,0,PySpark,0.42827534675598145
32,100,10,0,QR,1.6842923164367676
32,100,10,0,SVD,1.1502301692962646
32,100,10,1,PySpark,0.6061162948608398
32,100,10,1,QR,1.6494431495666504
32,100,10,1,SVD,1.0193123817443848
32,100,10,2,PySpark,0.5601048469543457
32,100,10,2,QR,1.6229603290557861
32,100,10,2,SVD,1.1145343780517578
32,100,10,3,PySpark,0.4227454662322998
32,100,10,3,QR,1.6111094951629639
32,100,10,3,SVD,1.0939311981201172
32,100,10,4,PySpark,0.3943920135498047
32,100,10,4,QR,1.7086241245269775
32,100,10,4,SVD,1.210139513015747
32,100,20,0,PySpark,0.42374491691589355
32,100,20,0,QR,1.8137898445129395
32,100,20,0,SVD,1.033362627029419
32,100,20,1,PySpark,0.4272735118865967
32,100,20,1,QR,1.7091176509857178
32,100,20,1,SVD,1.0579519271850586
32,100,20,2,PySpark,0.4244253635406494
32,100,20,2,QR,1.8031811714172363
32,100,20,2,SVD,1.1495590209960938
32,100,20,3,PySpark,0.4119551181793213
32,100,20,3,QR,1.6304385662078857
32,100,20,3,SVD,1.0743587017059326
32,100,20,4,PySpark,0.442518949508667
32,100,20,4,QR,1.5848042964935303
32,100,20,4,SVD,1.063335657119751
32,300,2,0,PySpark,0.45263028144836426
32,300,2,0,QR,1.6749255657196045
32,300,2,0,SVD,1.0044941902160645
32,300,2,1,PySpark,0.4057497978210449
32,300,2,1,QR,1.7094862461090088
32,300,2,1,SVD,1.094404935836792
32,300,2,2,PySpark,0.4846975803375244
32,300,2,2,QR,1.8066554069519043
32,300,2,2,SVD,1.1183803081512451
32,300,2,3,PySpark,0.404721736907959
32,300,2,3,QR,1.758115530014038
32,300,2,3,SVD,0.9806978702545166
32,300,2,4,PySpark,0.45926690101623535
32,300,2,4,QR,1.8078372478485107
32,300,2,4,SVD,1.2418744564056396
32,300,5,0,PySpark,0.4868896007537842
32,300,5,0,QR,1.6210525035858154
32,300,5,0,SVD,1.0157957077026367
32,300,5,1,PySpark,0.4288661479949951
32,300,5,1,QR,1.5644237995147705
32,300,5,1,SVD,1.119363784790039
32,300,5,2,PySpark,0.48483920097351074
32,300,5,2,QR,1.6497633457183838
32,300,5,2,SVD,1.0006670951843262
32,300,5,3,PySpark,0.4187283515930176
32,300,5,3,QR,1.7370543479919434
32,300,5,3,SVD,1.0827832221984863
32,300,5,4,PySpark,0.5161886215209961
32,300,5,4,QR,1.721663236618042
32,300,5,4,SVD,1.112626314163208
32,300,10,0,PySpark,0.4398171901702881
32,300,10,0,QR,1.7314729690551758
32,300,10,0,SVD,1.0480644702911377
32,300,10,1,PySpark,0.449293851852417
32,300,10,1,QR,1.8203091621398926
32,300,10,1,SVD,1.067535400390625
32,300,10,2,PySpark,0.36852407455444336
32,300,10,2,QR,1.679051160812378
32,300,10,2,SVD,1.1438472270965576
32,300,10,3,PySpark,0.4213852882385254
32,300,10,3,QR,1.560706615447998
32,300,10,3,SVD,1.1234211921691895
32,300,10,4,PySpark,0.367154598236084
32,300,10,4,QR,1.5515952110290527
32,300,10,4,SVD,1.111077070236206
32,300,20,0,PySpark,0.4421374797821045
32,300,20,0,QR,1.8083627223968506
32,300,20,0,SVD,1.0514731407165527
32,300,20,1,PySpark,0.3923685550689697
32,300,20,1,QR,1.6168937683105469
32,300,20,1,SVD,1.0716116428375244
32,300,20,2,PySpark,0.5049831867218018
32,300,20,2,QR,1.5628855228424072
32,300,20,2,SVD,1.069913625717163
32,300,20,3,PySpark,0.4287755489349365
32,300,20,3,QR,1.671607255935669
32,300,20,3,SVD,1.033292531967163
32,300,20,4,PySpark,0.5259232521057129
32,300,20,4,QR,1.5893299579620361
32,300,20,4,SVD,0.9997069835662842
32,600,2,0,PySpark,0.4327409267425537
32,600,2,0,QR,1.654052495956421
32,600,2,0,SVD,0.9980440139770508
32,600,2,1,PySpark,0.37193727493286133
32,600,2,1,QR,1.5457093715667725
32,600,2,1,SVD,0.9966983795166016
32,600,2,2,PySpark,0.3443272113800049
32,600,2,2,QR,1.6409151554107666
32,600,2,2,SVD,0.9763123989105225
32,600,2,3,PySpark,0.38935160636901855
32,600,2,3,QR,1.5672969818115234
32,600,2,3,SVD,0.9538593292236328
32,600,2,4,PySpark,0.4919240474700928
32,600,2,4,QR,1.6097018718719482
32,600,2,4,SVD,1.0010688304901123
32,600,5,0,PySpark,0.3737311363220215
32,600,5,0,QR,1.7515506744384766
32,600,5,0,SVD,1.0282111167907715
32,600,5,1,PySpark,0.41749143600463867
32,600,5,1,QR,1.5211641788482666
32,600,5,1,SVD,1.0061817169189453
32,600,5,2,PySpark,0.36597299575805664
32,600,5,2,QR,1.5563421249389648
32,600,5,2,SVD,0.9590227603912354
32,600,5,3,PySpark,0.43878889083862305
32,600,5,3,QR,1.5732810497283936
32,600,5,3,SVD,0.9971659183502197
32,600,5,4,PySpark,0.3747591972351074
32,600,5,4,QR,1.5659728050231934
32,600,5,4,SVD,1.0118029117584229
32,600,10,0,PySpark,0.442202091217041
32,600,10,0,QR,1.6824367046356201
32,600,10,0,SVD,1.0921354293823242
32,600,10,1,PySpark,0.4084029197692871
32,600,10,1,QR,1.5857748985290527
32,600,10,1,SVD,1.0845637321472168
32,600,10,2,PySpark,0.43779635429382324
32,600,10,2,QR,1.5605387687683105
32,600,10,2,SVD,0.9874324798583984
32,600,10,3,PySpark,0.3898587226867676
32,600,10,3,QR,1.5477352142333984
32,600,10,3,SVD,1.0515551567077637
32,600,10,4,PySpark,0.3849608898162842
32,600,10,4,QR,1.6057569980621338
32,600,10,4,SVD,0.9679005146026611
32,600,20,0,PySpark,0.3998382091522217
32,600,20,0,QR,1.7305476665496826
32,600,20,0,SVD,0.965177059173584
32,600,20,1,PySpark,0.410020112991333
32,600,20,1,QR,1.626626968383789
32,600,20,1,SVD,1.0521574020385742
32,600,20,2,PySpark,0.47797179222106934
32,600,20,2,QR,1.6208949089050293
32,600,20,2,SVD,1.0452566146850586
32,600,20,3,PySpark,0.345700740814209
32,600,20,3,QR,1.617319107055664
32,600,20,3,SVD,1.0178444385528564
32,600,20,4,PySpark,0.3810751438140869
32,600,20,4,QR,1.7269577980041504
32,600,20,4,SVD,1.0414586067199707
32,10000,2,0,PySpark,0.35755300521850586
32,10000,2,0,QR,1.7270584106445312
32,10000,2,0,SVD,0.998755931854248
32,10000,2,1,PySpark,0.3575022220611572
32,10000,2,1,QR,1.623169183731079
32,10000,2,1,SVD,1.001711368560791
32,10000,2,2,PySpark,0.3860001564025879
32,10000,2,2,QR,1.719287633895874
32,10000,2,2,SVD,1.001918077468872
32,10000,2,3,PySpark,0.38928794860839844
32,10000,2,3,QR,1.628666877746582
32,10000,2,3,SVD,1.0011262893676758
32,10000,2,4,PySpark,0.4138612747192383
